abilities,attack,base_total,capture_rate,defense,hp,name,sp_attack,sp_defense,speed,type1,generation,is_legendary,has_sturdy,has_swift_swim,has_keen_eye,has_chlorophyll,has_levitate
"['Poison Point', 'Poison Touch', 'Adaptability']",60,320,225,60,50,Skrelp,60,60,30,poison,6,0,0,0,0,0,0
"['Poison Point', 'Poison Touch', 'Adaptability']",75,494,55,90,65,Dragalge,97,123,44,poison,6,0,0,0,0,0,0
['Mega Launcher'],53,330,225,62,50,Clauncher,58,63,44,water,6,0,0,0,0,0,0
['Mega Launcher'],73,500,55,88,71,Clawitzer,120,89,59,water,6,0,0,0,0,0,0
"['Dry Skin', 'Sand Veil', 'Solar Power']",38,289,190,33,44,Helioptile,61,43,70,electric,6,0,0,0,0,0,0
"['Dry Skin', 'Sand Veil', 'Solar Power']",55,481,75,52,62,Heliolisk,109,94,109,electric,6,0,0,0,0,0,0
"['Strong Jaw', 'Sturdy']",89,362,45,77,58,Tyrunt,45,45,48,rock,6,0,1,0,0,0,0
"['Strong Jaw', 'Rock Head']",121,521,45,119,82,Tyrantrum,69,59,71,rock,6,0,0,0,0,0,0
"['Refrigerate', 'Snow Warning']",59,362,45,50,77,Amaura,67,63,46,rock,6,0,0,0,0,0,0
"['Refrigerate', 'Snow Warning']",77,521,45,72,123,Aurorus,99,92,58,rock,6,0,0,0,0,0,0
"['Cute Charm', 'Pixilate']",65,525,45,65,95,Sylveon,110,130,60,fairy,6,0,0,0,0,0,0
"['Limber', 'Unburden', 'Mold Breaker']",92,500,100,75,78,Hawlucha,74,63,118,fighting,6,0,0,0,0,0,0
"['Cheek Pouch', 'Pickup', 'Plus']",58,431,180,57,67,Dedenne,81,67,101,electric,6,0,0,0,0,0,0
"['Clear Body', 'Sturdy']",50,500,60,150,50,Carbink,50,150,50,rock,6,0,1,0,0,0,0
"['Sap Sipper', 'Hydration', 'Gooey']",50,300,45,35,45,Goomy,55,75,40,dragon,6,0,0,0,0,0,0
"['Sap Sipper', 'Hydration', 'Gooey']",75,452,45,53,68,Sliggoo,83,113,60,dragon,6,0,0,0,0,0,0
"['Sap Sipper', 'Hydration', 'Gooey']",100,600,45,70,90,Goodra,110,150,80,dragon,6,0,0,0,0,0,0
"['Prankster', 'Magician']",80,470,75,91,57,Klefki,80,87,75,steel,6,0,0,0,0,0,0
"['Natural Cure', 'Frisk', 'Harvest']",70,309,120,48,43,Phantump,50,60,38,ghost,6,0,0,0,0,0,0
"['Natural Cure', 'Frisk', 'Harvest']",110,474,60,76,85,Trevenant,65,82,56,ghost,6,0,0,0,0,0,0
"['Pickup', 'Frisk', 'Insomnia']",66,335,120,70,59,Pumpkaboo,44,55,41,ghost,6,0,0,0,0,0,0
"['Pickup', 'Frisk', 'Insomnia']",100,494,60,122,85,Gourgeist,58,75,54,ghost,6,0,0,0,0,0,0
"['Own Tempo', 'Ice Body', 'Sturdy']",69,304,190,85,55,Bergmite,32,35,28,ice,6,0,1,0,0,0,0
"['Own Tempo', 'Ice Body', 'Sturdy']",117,514,55,184,95,Avalugg,44,46,28,ice,6,0,1,0,0,0,0
"['Frisk', 'Infiltrator', 'Telepathy']",30,245,190,35,40,Noibat,45,40,55,flying,6,0,0,0,0,0,0
"['Frisk', 'Infiltrator', 'Telepathy']",70,535,45,80,85,Noivern,97,80,123,flying,6,0,0,0,0,0,0
['Fairy Aura'],131,680,45,95,126,Xerneas,131,98,99,fairy,6,1,0,0,0,0,0
['Dark Aura'],131,680,45,95,126,Yveltal,131,98,99,dark,6,1,0,0,0,0,0
"['Aura Break', 'Power Construct']",100,708,3,121,216,Zygarde,91,95,85,dragon,6,1,0,0,0,0,0
['Clear Body'],160,700,3,110,50,Diancie,160,110,110,rock,6,1,0,0,0,0,0
['Magician'],160,680,3,60,80,Hoopa,170,130,80,psychic,6,1,0,0,0,0,0
['Water Absorb'],110,600,3,120,80,Volcanion,130,90,70,fire,6,1,0,0,0,0,0
"['Overgrow', 'Long Reach']",55,320,45,55,68,Rowlet,50,50,42,grass,7,0,0,0,0,0,0
"['Overgrow', 'Long Reach']",75,420,45,75,78,Dartrix,70,70,52,grass,7,0,0,0,0,0,0
"['Overgrow', 'Long Reach']",107,530,45,75,78,Decidueye,100,100,70,grass,7,0,0,0,0,0,0
"['Blaze', 'Intimidate']",65,320,45,40,45,Litten,60,40,70,fire,7,0,0,0,0,0,0
"['Blaze', 'Intimidate']",85,420,45,50,65,Torracat,80,50,90,fire,7,0,0,0,0,0,0
"['Blaze', 'Intimidate']",115,530,45,90,95,Incineroar,80,90,60,fire,7,0,0,0,0,0,0
"['Torrent', 'Liquid Voice']",54,320,45,54,50,Popplio,66,56,40,water,7,0,0,0,0,0,0
"['Torrent', 'Liquid Voice']",69,420,45,69,60,Brionne,91,81,50,water,7,0,0,0,0,0,0
"['Torrent', 'Liquid Voice']",74,530,45,74,80,Primarina,126,116,60,water,7,0,0,0,0,0,0
"['Keen Eye', 'Skill Link', 'Pickup']",75,265,255,30,35,Pikipek,30,30,65,normal,7,0,0,0,1,0,0
"['Keen Eye', 'Skill Link', 'Pickup']",85,355,120,50,55,Trumbeak,40,50,75,normal,7,0,0,0,1,0,0
"['Keen Eye', 'Skill Link', 'Sheer Force']",120,485,45,75,80,Toucannon,75,75,60,normal,7,0,0,0,1,0,0
"['Stakeout', 'Strong Jaw', 'Adaptability']",70,253,255,30,48,Yungoos,30,30,45,normal,7,0,0,0,0,0,0
"['Stakeout', 'Strong Jaw', 'Adaptability']",110,418,127,60,88,Gumshoos,55,60,45,normal,7,0,0,0,0,0,0
['Swarm'],62,300,255,45,47,Grubbin,55,45,46,bug,7,0,0,0,0,0,0
['Battery'],82,400,120,95,57,Charjabug,55,75,36,bug,7,0,0,0,0,0,0
['Levitate'],70,500,45,90,77,Vikavolt,145,75,43,bug,7,0,0,0,0,0,1
"['Hyper Cutter', 'Iron Fist', 'Anger Point']",82,338,225,57,47,Crabrawler,42,47,63,fighting,7,0,0,0,0,0,0
"['Hyper Cutter', 'Iron Fist', 'Anger Point']",132,478,60,77,97,Crabominable,62,67,43,fighting,7,0,0,0,0,0,0
['Dancer'],70,476,45,70,75,Oricorio,98,70,93,fire,7,0,0,0,0,0,0
"['Honey Gather', 'Shield Dust', 'Sweet Veil']",45,304,190,40,40,Cutiefly,55,40,84,bug,7,0,0,0,0,0,0
"['Honey Gather', 'Shield Dust', 'Sweet Veil']",55,464,75,60,60,Ribombee,95,70,124,bug,7,0,0,0,0,0,0
"['Keen Eye', 'Vital Spirit', 'Steadfast']",65,280,190,40,45,Rockruff,30,40,60,rock,7,0,0,0,1,0,0
"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']",115,487,90,75,85,Lycanroc,55,75,82,rock,7,0,0,0,1,0,0
['Schooling'],140,620,60,130,45,Wishiwashi,140,135,30,water,7,0,0,0,0,0,0
"['Merciless', 'Limber', 'Regenerator']",53,305,190,62,50,Mareanie,43,52,45,poison,7,0,0,0,0,0,0
"['Merciless', 'Limber', 'Regenerator']",63,495,75,152,50,Toxapex,53,142,35,poison,7,0,0,0,0,0,0
"['Own Tempo', 'Stamina', 'Inner Focus']",100,385,190,70,70,Mudbray,45,55,45,ground,7,0,0,0,0,0,0
"['Own Tempo', 'Stamina', 'Inner Focus']",125,500,60,100,100,Mudsdale,55,85,35,ground,7,0,0,0,0,0,0
"['Water Bubble', 'Water Absorb']",40,269,200,52,38,Dewpider,40,72,27,water,7,0,0,0,0,0,0
"['Water Bubble', 'Water Absorb']",70,454,100,92,68,Araquanid,50,132,42,water,7,0,0,0,0,0,0
"['Leaf Guard', 'Contrary']",55,250,190,35,40,Fomantis,50,35,35,grass,7,0,0,0,0,0,0
"['Leaf Guard', 'Contrary']",105,480,75,90,70,Lurantis,80,90,45,grass,7,0,0,0,0,0,0
"['Illuminate', 'Effect Spore', 'Rain Dish']",35,285,190,55,40,Morelull,65,75,15,grass,7,0,0,0,0,0,0
"['Illuminate', 'Effect Spore', 'Rain Dish']",45,405,75,80,60,Shiinotic,90,100,30,grass,7,0,0,0,0,0,0
"['Corrosion', 'Oblivious']",44,320,120,40,48,Salandit,71,40,77,poison,7,0,0,0,0,0,0
"['Corrosion', 'Oblivious']",64,480,45,60,68,Salazzle,111,60,117,poison,7,0,0,0,0,0,0
"['Fluffy', 'Klutz', 'Cute Charm']",75,340,140,50,70,Stufful,45,50,50,normal,7,0,0,0,0,0,0
"['Fluffy', 'Klutz', 'Unnerve']",125,500,70,80,120,Bewear,55,60,60,normal,7,0,0,0,0,0,0
"['Leaf Guard', 'Oblivious', 'Sweet Veil']",30,210,235,38,42,Bounsweet,30,38,32,grass,7,0,0,0,0,0,0
"['Leaf Guard', 'Oblivious', 'Sweet Veil']",40,290,120,48,52,Steenee,40,48,62,grass,7,0,0,0,0,0,0
"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",120,510,45,98,72,Tsareena,50,98,72,grass,7,0,0,0,0,0,0
"['Flower Veil', 'Triage', 'Natural Cure']",52,485,60,90,51,Comfey,82,110,100,fairy,7,0,0,0,0,0,0
"['Inner Focus', 'Telepathy', 'Symbiosis']",60,490,45,80,90,Oranguru,90,110,60,normal,7,0,0,0,0,0,0
"['Receiver', 'Defiant']",120,490,45,90,100,Passimian,40,60,80,fighting,7,0,0,0,0,0,0
['Wimp Out'],35,230,90,40,25,Wimpod,20,30,80,bug,7,0,0,0,0,0,0
['Emergency Exit'],125,530,45,140,75,Golisopod,60,90,40,bug,7,0,0,0,0,0,0
"['Water Compaction', 'Sand Veil']",55,320,140,80,55,Sandygast,70,45,15,ghost,7,0,0,0,0,0,0
"['Water Compaction', 'Sand Veil']",75,480,60,110,85,Palossand,100,75,35,ghost,7,0,0,0,0,0,0
"['Innards Out', 'Unaware']",60,410,60,130,55,Pyukumuku,30,130,5,water,7,0,0,0,0,0,0
['Battle Armor'],95,534,3,95,95,Type: Null,95,95,59,normal,7,0,0,0,0,0,0
['RKS System'],95,570,3,95,95,Silvally,95,95,95,normal,7,0,0,0,0,0,0
['Shields Down'],100,500,30,60,60,Minior,100,60,120,rock,7,0,0,0,0,0,0
['Comatose'],115,480,45,65,65,Komala,75,95,65,normal,7,0,0,0,0,0,0
['Shell Armor'],78,485,70,135,60,Turtonator,91,85,36,fire,7,0,0,0,0,0,0
"['Iron Barbs', 'Lightningrod', 'Sturdy']",98,435,180,63,65,Togedemaru,40,73,96,electric,7,0,1,0,0,0,0
['Disguise'],90,476,45,80,55,Mimikyu,50,105,96,ghost,7,0,0,0,0,0,0
"['Dazzling', 'Strong Jaw', 'Wonder Skin ']",105,475,80,70,68,Bruxish,70,70,92,water,7,0,0,0,0,0,0
"['Berserk', 'Sap Sipper', 'Cloud Nine']",60,485,70,85,78,Drampa,135,91,36,normal,7,0,0,0,0,0,0
['Steelworker'],131,517,25,100,70,Dhelmise,86,90,40,ghost,7,0,0,0,0,0,0
"['Bulletproof', 'Soundproof', 'Overcoat']",55,300,45,65,45,Jangmo-o,45,45,45,dragon,7,0,0,0,0,0,0
"['Bulletproof', 'Soundproof', 'Overcoat']",75,420,45,90,55,Hakamo-o,65,70,65,dragon,7,0,0,0,0,0,0
"['Bulletproof', 'Soundproof', 'Overcoat']",110,600,45,125,75,Kommo-o,100,105,85,dragon,7,0,0,0,0,0,0
"['Electric Surge', 'Telepathy']",115,570,3,85,70,Tapu Koko,95,75,130,electric,7,1,0,0,0,0,0
"['Psychic Surge', 'Telepathy']",85,570,3,75,70,Tapu Lele,130,115,95,psychic,7,1,0,0,0,0,0
"['Grassy Surge', 'Telepathy']",130,570,3,115,70,Tapu Bulu,85,95,75,grass,7,1,0,0,0,0,0
"['Misty Surge', 'Telepathy']",75,570,3,115,70,Tapu Fini,95,130,85,water,7,1,0,0,0,0,0
['Unaware'],29,200,45,31,43,Cosmog,29,31,37,psychic,7,1,0,0,0,0,0
['Sturdy'],29,400,45,131,43,Cosmoem,29,131,37,psychic,7,1,1,0,0,0,0
['Full Metal Body'],137,680,45,107,137,Solgaleo,113,89,97,psychic,7,1,0,0,0,0,0
['Shadow Shield'],113,680,45,89,137,Lunala,137,107,97,psychic,7,1,0,0,0,0,0
['Beast Boost'],53,570,45,47,109,Nihilego,127,131,103,rock,7,1,0,0,0,0,0
['Beast Boost'],139,570,25,139,107,Buzzwole,53,53,79,bug,7,1,0,0,0,0,0
['Beast Boost'],137,570,255,37,71,Pheromosa,137,37,151,bug,7,1,0,0,0,0,0
['Beast Boost'],89,570,30,71,83,Xurkitree,173,71,83,electric,7,1,0,0,0,0,0
['Beast Boost'],101,570,25,103,97,Celesteela,107,101,61,steel,7,1,0,0,0,0,0
['Beast Boost'],181,570,255,131,59,Kartana,59,31,109,grass,7,1,0,0,0,0,0
['Beast Boost'],101,570,15,53,223,Guzzlord,97,53,43,dark,7,1,0,0,0,0,0
['Prism Armor'],107,600,3,101,97,Necrozma,127,89,79,psychic,7,1,0,0,0,0,0
['Soul-Heart'],95,600,3,115,80,Magearna,130,115,65,steel,7,1,0,0,0,0,0
